hotel_id,facility_swimming,facility_gym,airport_shuttle,facility_wifi,facility_parking,trust_rating_value,d37_hotel_category_name
161437,YES,YES,YES,YES,NO,8.7,5-star
161453,NO,NO,NO,YES,YES,8.4,3-star
161485,YES,NO,YES,YES,YES,9.2,4-star
161510,NO,YES,YES,YES,YES,9.1,4-star
161525,YES,YES,NO,NO,NO,9.2,5-star
161536,NO,NO,YES,YES,NO,9.4,5-star
161567,NO,NO,YES,YES,NO,,4-star
161683,YES,NO,NO,YES,YES,,4-star
161714,NO,NO,NO,YES,YES,9.3,4-star
161717,NO,NO,NO,NO,NO,,4-star
161724,YES,NO,NO,YES,YES,9.0,4-star
161965,NO,NO,YES,YES,NO,8.0,3-star
162033,YES,NO,NO,YES,NO,9.5,4-star
162047,NO,NO,YES,YES,YES,,4-star
162347,NO,NO,NO,YES,YES,9.3,4-star
162403,NO,NO,YES,YES,NO,9.3,4-star
162429,NO,NO,NO,NO,NO,8.7,3-star
162435,NO,NO,NO,NO,NO,,3-star
162607,NO,NO,NO,NO,NO,8.7,2-star
162612,NO,NO,NO,YES,NO,9.4,3-star
162655,YES,YES,NO,YES,YES,9.1,5-star
162765,NO,NO,NO,YES,NO,7.4,3-star
162766,NO,NO,NO,NO,NO,6.8,2-star
162767,NO,NO,NO,NO,NO,8.5,3-star
162768,YES,NO,NO,YES,NO,9.5,5-star
162769,NO,NO,NO,NO,NO,8.4,2-star
162770,NO,NO,YES,YES,YES,8.9,3-star
162773,NO,NO,NO,NO,NO,9.3,3-star
162774,NO,NO,NO,YES,NO,8.6,3-star
162775,NO,NO,NO,YES,NO,9.9,3-star
162777,NO,NO,NO,YES,NO,,3-star
162778,NO,NO,NO,YES,NO,8.8,3-star
162780,NO,NO,NO,YES,NO,8.2,3-star
162917,NO,YES,NO,NO,YES,,4-star
162929,YES,YES,NO,YES,NO,9.1,5-star
162931,NO,YES,YES,YES,YES,8.9,4-star
162938,NO,NO,NO,YES,YES,,3-star
162976,NO,YES,NO,NO,NO,7.5,4-star
162988,NO,NO,NO,NO,NO,8.1,2-star
163158,NO,NO,NO,NO,NO,9.8,4-star
163239,YES,YES,NO,YES,YES,8.6,5-star
163247,NO,NO,NO,NO,NO,9.1,
163408,NO,NO,NO,YES,NO,8.2,4-star
163579,YES,NO,NO,YES,NO,9.0,5-star
163619,NO,NO,NO,YES,YES,7.2,3-star
163649,YES,YES,YES,NO,YES,9.2,5-star
163650,NO,NO,NO,YES,NO,8.2,4-star
163667,YES,YES,NO,YES,NO,,4-star
163709,YES,NO,YES,YES,NO,9.6,5-star
163732,NO,NO,NO,NO,NO,9.7,5-star
163768,NO,NO,NO,YES,NO,9.2,3-star
163982,YES,YES,NO,YES,YES,9.0,4-star
164004,YES,YES,YES,YES,YES,9.5,5-star
164006,NO,YES,YES,NO,NO,9.3,5-star
164032,NO,NO,NO,NO,NO,7.6,3-star
164035,NO,NO,NO,NO,NO,,4-star
164050,NO,NO,NO,NO,NO,8.7,3-star
164205,YES,YES,NO,YES,NO,8.7,4-star
164212,NO,YES,YES,YES,NO,8.1,4-star
164217,NO,YES,YES,YES,NO,9.2,4-star
164267,NO,NO,YES,YES,NO,8.3,4-star
164356,YES,YES,NO,YES,NO,9.5,5-star
164367,YES,YES,YES,YES,YES,9.0,5-star
164484,NO,NO,NO,NO,NO,8.8,4-star
164508,YES,YES,YES,YES,NO,9.0,5-star
164512,YES,NO,NO,YES,NO,,4-star
164614,NO,YES,YES,YES,YES,9.0,4-star
164660,NO,YES,NO,YES,YES,9.3,5-star
164662,NO,YES,YES,YES,YES,8.9,4-star
164663,NO,NO,YES,YES,YES,9.4,4-star
164684,NO,NO,NO,YES,YES,8.9,2-star
164714,YES,YES,NO,YES,YES,9.1,5-star
164718,NO,NO,YES,YES,NO,8.6,4-star
164721,YES,YES,NO,YES,NO,8.9,5-star
164724,YES,NO,NO,YES,YES,9.0,4-star
164740,NO,NO,NO,NO,NO,8.9,3-star
164750,YES,NO,NO,YES,NO,8.7,4-star
164793,YES,NO,YES,YES,YES,9.0,5-star
164907,YES,YES,YES,YES,NO,9.4,5-star
164908,NO,YES,YES,YES,YES,9.9,4-star
164911,NO,YES,YES,YES,NO,8.8,4-star
164916,YES,YES,NO,YES,NO,9.2,5-star
165052,NO,NO,YES,YES,YES,9.5,4-star
165059,NO,NO,NO,NO,NO,8.7,3-star
165076,YES,YES,YES,YES,YES,9.0,5-star
165101,NO,NO,NO,NO,YES,8.6,2-star
165116,YES,YES,NO,YES,YES,,4-star
165121,NO,NO,NO,YES,YES,8.6,2-star
165123,NO,NO,NO,YES,NO,7.8,2-star
165207,NO,NO,NO,NO,YES,8.6,2-star
165214,NO,NO,NO,NO,NO,8.6,2-star
165221,NO,NO,NO,YES,NO,8.3,4-star
165226,NO,NO,YES,YES,YES,7.5,2-star
165237,NO,NO,NO,YES,YES,,5-star
165279,NO,YES,YES,YES,YES,8.5,4-star
165281,NO,NO,NO,YES,YES,9.3,4-star
165283,YES,YES,NO,NO,NO,9.3,4-star
165467,NO,NO,NO,YES,NO,7.1,3-star
165483,YES,YES,YES,YES,YES,9.3,5-star
165606,YES,NO,NO,YES,YES,8.5,5-star
165610,NO,NO,NO,NO,NO,8.6,4-star
165650,NO,YES,NO,YES,NO,9.0,3-star
165800,YES,YES,YES,YES,YES,9.1,4-star
165809,YES,YES,YES,YES,YES,9.0,4-star
165833,NO,NO,NO,YES,YES,9.2,4-star
165848,YES,NO,YES,YES,YES,9.3,5-star
165849,YES,NO,YES,YES,YES,9.2,5-star
165855,YES,NO,NO,NO,NO,9.5,5-star
165865,YES,NO,YES,YES,YES,8.7,4-star
165953,NO,NO,YES,YES,YES,,4-star
165976,YES,YES,NO,YES,YES,9.5,5-star
165978,NO,YES,YES,YES,NO,9.2,4-star
165981,NO,YES,YES,YES,YES,8.9,5-star
165995,NO,NO,NO,YES,NO,8.9,3-star
166251,NO,NO,NO,YES,NO,8.9,3-star
166252,NO,NO,NO,YES,NO,5.8,3-star
166255,NO,NO,NO,NO,NO,5.4,2-star
166257,NO,NO,NO,YES,NO,8.8,3-star
166259,NO,NO,NO,NO,NO,8.6,3-star
166264,NO,NO,NO,YES,NO,8.5,3-star
166266,NO,NO,YES,YES,NO,,3-star
166267,NO,NO,NO,YES,NO,8.3,3-star
166268,NO,NO,YES,YES,YES,,3-star
166269,NO,NO,NO,YES,NO,6.8,3-star
166270,NO,NO,NO,YES,NO,8.8,3-star
166272,NO,NO,NO,YES,YES,8.4,3-star
166273,NO,NO,YES,YES,NO,8.0,3-star
166274,NO,NO,NO,YES,NO,,3-star
166278,NO,NO,NO,YES,NO,8.7,3-star
166279,NO,NO,NO,YES,NO,7.7,3-star
166288,NO,NO,NO,YES,YES,8.7,4-star
166367,YES,YES,NO,YES,YES,9.4,4-star
166382,NO,YES,YES,YES,NO,9.2,4-star
166494,NO,YES,YES,YES,YES,8.3,4-star
166499,YES,YES,YES,NO,YES,9.3,5-star
166530,NO,NO,NO,NO,NO,9.0,3-star
166545,YES,NO,YES,YES,NO,,5-star
166554,NO,YES,NO,YES,NO,8.8,4-star
166593,NO,YES,YES,YES,NO,8.4,4-star
166707,NO,NO,YES,YES,NO,9.6,4-star
166726,NO,NO,YES,YES,YES,9.8,4-star
166768,NO,YES,NO,YES,YES,,3-star
166769,NO,YES,NO,YES,YES,9.2,4-star
166815,YES,NO,YES,YES,NO,9.6,4-star
166816,NO,YES,NO,YES,NO,,4-star
166902,NO,NO,NO,YES,NO,,4-star
166916,NO,NO,NO,NO,NO,,4-star
166921,NO,NO,YES,NO,NO,,5-star
166940,NO,NO,NO,NO,NO,9.2,4-star
166950,NO,NO,NO,NO,NO,,3-star
166951,NO,NO,NO,NO,NO,,4-star
166955,NO,NO,NO,YES,YES,9.3,4-star
166956,YES,NO,YES,NO,YES,8.7,4-star
166957,NO,NO,NO,NO,NO,9.0,4-star
166994,NO,NO,NO,YES,YES,7.9,3-star
167039,YES,NO,YES,YES,YES,9.0,4-star
167118,NO,NO,NO,NO,NO,,4-star
167133,NO,NO,NO,NO,NO,,3-star
167158,NO,NO,NO,NO,NO,,3-star
167233,NO,NO,YES,YES,NO,9.1,4-star
167278,YES,NO,YES,YES,NO,9.2,5-star
167448,YES,YES,YES,YES,YES,8.9,5-star
167449,NO,NO,NO,NO,YES,,3-star
167450,NO,YES,NO,YES,NO,9.3,3-star
167583,YES,NO,YES,YES,NO,9.4,5-star
167757,NO,NO,NO,YES,NO,,3-star
167893,NO,NO,NO,YES,YES,9.3,4-star
167957,NO,NO,NO,YES,NO,8.9,4-star
167975,NO,NO,NO,NO,YES,,4-star
168012,NO,NO,NO,NO,NO,8.6,2-star
168020,NO,NO,NO,NO,NO,,2-star
168021,NO,NO,NO,NO,NO,8.6,3-star
168025,NO,NO,NO,NO,NO,,2-star
168058,NO,NO,YES,YES,YES,9.0,4-star
168074,YES,YES,NO,YES,YES,9.5,4-star
168175,NO,NO,YES,YES,NO,8.9,4-star
168212,NO,YES,NO,YES,YES,8.7,4-star
168390,YES,YES,NO,YES,YES,9.2,4-star
168406,NO,NO,NO,YES,YES,9.1,4-star
168518,NO,NO,YES,YES,YES,9.2,4-star
168884,NO,YES,NO,YES,NO,8.8,3-star
168999,NO,NO,NO,NO,NO,8.6,3-star
169073,NO,NO,YES,YES,YES,8.8,5-star
169207,NO,NO,NO,YES,NO,7.7,4-star
169301,NO,NO,NO,NO,NO,9.8,5-star
169358,NO,YES,YES,NO,NO,8.5,4-star
169429,NO,NO,NO,YES,NO,8.9,5-star
169430,NO,NO,YES,NO,NO,8.7,3-star
169603,YES,YES,NO,YES,YES,9.3,5-star
169613,YES,NO,NO,NO,NO,,4-star
169629,NO,YES,NO,YES,YES,8.9,4-star
169631,NO,YES,NO,YES,YES,9.2,5-star
169855,YES,NO,YES,YES,NO,7.9,3-star
169869,NO,YES,YES,YES,YES,8.4,4-star
169874,NO,NO,YES,YES,NO,8.0,3-star
169875,NO,NO,YES,NO,NO,7.8,3-star
169884,YES,NO,YES,YES,YES,8.9,3-star
169986,YES,NO,YES,YES,NO,9.4,5-star
170017,NO,NO,NO,NO,NO,,2-star
170018,NO,NO,NO,YES,YES,7.7,4-star
170020,NO,NO,NO,NO,NO,,3-star
170038,NO,NO,NO,YES,YES,,3-star
170118,NO,NO,NO,YES,NO,,3-star
170119,NO,NO,NO,NO,NO,7.4,3-star
170120,NO,NO,NO,YES,NO,8.7,3-star
170122,NO,NO,NO,NO,NO,8.7,
170123,NO,NO,NO,NO,NO,9.1,3-star
170124,NO,NO,NO,NO,NO,8.5,3-star
170126,NO,NO,NO,NO,NO,9.0,3-star
170127,NO,NO,YES,YES,YES,7.2,3-star
170128,NO,NO,NO,NO,NO,8.8,3-star
170130,NO,NO,NO,NO,NO,8.9,3-star
170132,NO,NO,NO,NO,NO,8.6,3-star
170135,NO,NO,NO,NO,NO,9.1,3-star
170136,NO,NO,NO,NO,NO,8.3,3-star
170137,NO,NO,NO,NO,NO,8.9,3-star
170138,NO,NO,NO,YES,NO,,3-star
170140,NO,NO,NO,NO,NO,9.1,3-star
170141,NO,NO,NO,NO,NO,,3-star
170142,NO,NO,NO,NO,NO,8.9,3-star
170143,NO,NO,NO,NO,NO,,3-star
170147,NO,NO,NO,NO,NO,8.7,3-star
170149,NO,NO,NO,NO,NO,8.8,3-star
170153,NO,NO,NO,NO,NO,,3-star
170156,NO,NO,NO,NO,NO,8.7,3-star
170157,NO,NO,NO,NO,NO,8.8,3-star
170158,NO,NO,NO,NO,NO,8.6,3-star
170160,NO,NO,NO,YES,NO,9.0,3-star
170161,NO,NO,NO,NO,NO,9.0,3-star
170162,NO,NO,NO,NO,NO,,3-star
170167,NO,NO,NO,NO,NO,,3-star
170168,NO,NO,NO,NO,NO,9.1,3-star
170169,NO,NO,NO,NO,NO,9.3,3-star
170170,NO,NO,NO,NO,NO,8.1,3-star
170181,NO,NO,NO,NO,NO,,4-star
170182,NO,NO,NO,NO,NO,8.6,3-star
170242,NO,NO,NO,YES,NO,9.3,3-star
170246,YES,NO,NO,YES,YES,9.6,4-star
170285,YES,YES,NO,NO,YES,9.6,4-star
170287,YES,YES,NO,YES,YES,9.6,5-star
170381,NO,NO,NO,YES,YES,6.8,3-star
170382,NO,NO,NO,NO,NO,9.1,3-star
170387,NO,NO,YES,YES,NO,9.7,5-star
170390,NO,NO,NO,NO,NO,,4-star
170478,NO,YES,NO,YES,NO,7.2,4-star
170548,NO,NO,NO,NO,NO,8.3,3-star
170552,NO,NO,NO,NO,NO,9.1,3-star
170568,YES,NO,NO,YES,YES,9.2,5-star
170632,NO,YES,YES,YES,YES,8.8,4-star
170636,YES,NO,YES,YES,YES,,5-star
170792,NO,YES,NO,YES,NO,8.5,4-star
170795,NO,NO,NO,YES,YES,6.3,3-star
170802,NO,YES,YES,YES,NO,8.7,4-star
170803,YES,YES,YES,YES,YES,9.0,4-star
170826,NO,NO,NO,YES,NO,,3-star
170898,NO,NO,NO,YES,NO,9.3,3-star
171146,NO,NO,NO,NO,YES,7.4,2-star
171181,NO,NO,NO,NO,NO,4.9,
171505,YES,YES,YES,YES,NO,9.6,4-star
171510,NO,NO,NO,YES,NO,8.0,3-star
171521,YES,NO,NO,YES,NO,9.4,5-star
171523,YES,YES,YES,YES,NO,9.0,5-star
171540,NO,NO,NO,YES,YES,8.8,5-star
171550,NO,YES,NO,YES,YES,,4-star
171561,NO,NO,NO,YES,NO,8.7,4-star
171631,NO,NO,NO,NO,NO,,3-star
171632,NO,NO,NO,NO,YES,7.7,3-star
171635,NO,NO,NO,YES,NO,7.7,3-star
171649,NO,NO,NO,YES,NO,7.4,3-star
171689,NO,NO,NO,NO,NO,8.8,3-star
171690,NO,NO,NO,NO,NO,9.3,3-star
171691,NO,NO,NO,NO,NO,8.2,3-star
171692,NO,NO,NO,NO,NO,8.3,3-star
171693,NO,NO,NO,YES,NO,9.3,3-star
171694,NO,NO,NO,NO,NO,8.9,3-star
171695,NO,NO,NO,NO,NO,9.3,3-star
171696,NO,NO,NO,NO,NO,8.3,3-star
171703,NO,NO,NO,NO,NO,,3-star
171704,NO,NO,NO,NO,NO,9.0,3-star
171706,NO,NO,NO,NO,NO,9.3,3-star
171707,NO,NO,NO,NO,NO,,3-star
171708,NO,NO,YES,YES,NO,7.7,3-star
171709,NO,NO,NO,NO,NO,,2-star
171711,NO,NO,NO,NO,NO,8.8,3-star
171729,NO,NO,NO,NO,NO,7.6,3-star
171730,NO,NO,NO,NO,NO,,3-star
171731,NO,NO,NO,NO,NO,8.6,3-star
171735,NO,NO,YES,YES,YES,8.7,4-star
171737,NO,NO,NO,NO,NO,,3-star
171739,NO,NO,NO,NO,NO,9.1,3-star
171740,NO,NO,NO,NO,NO,9.0,2-star
171742,NO,NO,NO,NO,NO,7.7,3-star
171743,NO,NO,NO,NO,NO,9.4,3-star
171745,NO,NO,NO,NO,NO,8.9,3-star
171746,NO,NO,NO,YES,NO,8.1,3-star
171751,YES,YES,YES,YES,YES,9.1,5-star
171759,YES,YES,YES,YES,YES,9.3,5-star
171760,YES,YES,NO,YES,YES,9.4,5-star
171861,NO,NO,NO,YES,NO,9.2,3-star
171862,NO,NO,NO,NO,NO,,2-star
171863,NO,NO,NO,YES,NO,,3-star
171864,NO,NO,NO,YES,NO,,3-star
171866,NO,NO,NO,YES,NO,9.2,3-star
171870,NO,NO,NO,NO,NO,8.5,3-star
171871,NO,NO,NO,YES,NO,8.5,3-star
171874,NO,NO,NO,YES,NO,9.0,3-star
171877,NO,NO,NO,YES,NO,8.7,3-star
171879,NO,NO,NO,NO,NO,9.0,3-star
171884,NO,NO,NO,YES,NO,9.1,3-star
171886,NO,NO,NO,YES,NO,9.0,3-star
171887,NO,NO,NO,YES,NO,9.6,3-star
171888,NO,NO,NO,YES,NO,9.2,3-star
171889,NO,NO,NO,NO,NO,8.3,3-star
171892,NO,NO,NO,YES,NO,,3-star
171896,NO,NO,NO,YES,NO,9.1,3-star
171897,NO,NO,NO,YES,NO,9.2,3-star
171902,NO,NO,NO,YES,NO,9.7,3-star
171903,NO,NO,NO,NO,NO,8.8,3-star
171904,NO,NO,NO,YES,NO,4.7,3-star
171908,NO,NO,NO,NO,NO,8.8,3-star
171910,NO,NO,NO,YES,NO,8.9,3-star
171912,NO,NO,NO,NO,NO,8.6,3-star
171913,NO,NO,NO,NO,NO,8.8,3-star
171914,NO,NO,NO,YES,NO,8.8,3-star
172211,NO,NO,YES,YES,YES,8.6,4-star
172237,NO,NO,YES,YES,YES,8.3,3-star
172283,YES,YES,YES,YES,YES,9.0,5-star
172607,YES,NO,YES,YES,NO,8.8,4-star
172616,YES,YES,NO,YES,YES,,5-star
173342,NO,NO,NO,NO,NO,,2-star
173347,YES,YES,YES,YES,YES,9.0,5-star
173406,NO,NO,NO,NO,NO,8.6,2-star
173409,NO,NO,NO,YES,NO,8.4,3-star
173450,NO,YES,YES,YES,YES,9.2,5-star
173572,YES,NO,YES,YES,YES,9.2,5-star
173582,NO,NO,YES,YES,YES,8.9,4-star
173599,NO,NO,NO,NO,NO,8.6,3-star
173669,NO,NO,NO,NO,NO,9.2,3-star
173670,NO,NO,NO,NO,NO,,
173733,NO,NO,YES,YES,NO,8.2,4-star
173948,YES,YES,NO,NO,NO,9.2,5-star
174121,NO,NO,NO,YES,YES,,4-star
174184,NO,NO,NO,YES,NO,9.0,4-star
174471,NO,NO,NO,NO,NO,7.3,2-star
174472,NO,NO,NO,NO,NO,8.9,2-star
174487,NO,NO,NO,YES,YES,9.1,3-star
174497,NO,YES,YES,YES,YES,9.0,4-star
174771,NO,NO,NO,NO,NO,9.4,3-star
174772,YES,NO,YES,YES,YES,9.8,4-star
174776,YES,YES,NO,YES,NO,9.4,5-star
175123,NO,NO,YES,YES,NO,9.1,4-star
175339,NO,YES,NO,YES,YES,,4-star
175340,NO,NO,NO,NO,NO,9.3,4-star
175411,NO,YES,YES,YES,YES,9.3,4-star
175418,NO,NO,NO,YES,NO,9.1,5-star
175419,NO,NO,YES,YES,NO,9.4,5-star
175498,YES,NO,NO,YES,NO,9.4,5-star
175511,NO,NO,NO,NO,NO,9.4,3-star
175548,YES,YES,YES,NO,NO,9.4,4-star
175555,NO,NO,NO,NO,NO,7.8,3-star
175556,YES,NO,YES,YES,YES,,5-star
175620,NO,YES,NO,YES,YES,8.5,4-star
175710,YES,NO,YES,YES,YES,9.5,5-star
175713,NO,NO,YES,YES,NO,8.5,4-star
175852,NO,NO,YES,YES,YES,8.2,3-star
175856,NO,NO,NO,YES,NO,,4-star
175895,NO,YES,NO,YES,NO,8.8,3-star
175897,NO,NO,YES,YES,YES,9.1,4-star
175903,NO,NO,NO,NO,NO,9.2,4-star
175906,NO,NO,NO,YES,NO,,4-star
175918,NO,NO,NO,NO,NO,,3-star
175919,YES,NO,YES,YES,YES,9.5,5-star
176032,NO,NO,YES,YES,NO,9.4,5-star
176048,NO,NO,NO,NO,NO,9.5,
176073,YES,YES,NO,YES,YES,9.2,5-star
176081,NO,NO,NO,NO,NO,,3-star
176097,NO,NO,NO,NO,NO,,3-star
176102,YES,NO,YES,YES,YES,9.6,5-star
176296,NO,NO,NO,NO,NO,,4-star
176299,YES,YES,NO,YES,YES,9.8,5-star
176301,NO,NO,YES,YES,YES,8.7,4-star
176320,YES,NO,YES,YES,NO,9.7,5-star
176367,NO,NO,NO,NO,NO,8.9,3-star
176371,NO,NO,NO,YES,NO,8.9,4-star
176379,NO,YES,NO,YES,YES,9.1,5-star
176408,NO,NO,NO,YES,NO,,4-star
176476,NO,NO,NO,YES,NO,8.2,4-star
176559,NO,NO,NO,NO,NO,9.3,3-star
176717,NO,NO,NO,YES,NO,8.8,3-star
176756,NO,NO,YES,YES,NO,8.9,5-star
176758,NO,NO,NO,NO,NO,8.9,
176809,NO,YES,YES,YES,NO,9.0,4-star
176811,NO,NO,NO,YES,NO,,3-star
176898,NO,NO,NO,YES,NO,7.4,3-star
176921,NO,YES,YES,YES,NO,9.3,5-star
177097,NO,NO,YES,YES,NO,8.8,3-star
177137,NO,NO,YES,YES,NO,9.5,4-star
177185,NO,NO,NO,YES,YES,8.3,4-star
177343,NO,NO,NO,NO,NO,9.4,3-star
177345,NO,NO,NO,YES,YES,8.2,4-star
177395,YES,YES,NO,YES,YES,9.1,5-star
177467,YES,NO,NO,YES,YES,8.9,5-star
177477,YES,YES,NO,NO,YES,9.5,5-star
177484,NO,NO,NO,YES,NO,9.7,4-star
177572,YES,YES,YES,YES,YES,9.0,4-star
177615,NO,YES,YES,YES,NO,,5-star
177620,NO,NO,NO,YES,NO,7.9,2-star
177621,NO,NO,NO,YES,YES,6.8,4-star
177622,NO,NO,NO,NO,NO,9.2,3-star
177626,NO,NO,YES,YES,NO,,4-star
177633,NO,YES,NO,YES,YES,7.6,4-star
177742,NO,NO,NO,YES,YES,8.6,3-star
177747,NO,NO,NO,NO,NO,9.3,3-star
177749,NO,NO,NO,NO,NO,,3-star
177757,NO,NO,NO,NO,NO,8.7,4-star
177816,YES,YES,YES,YES,YES,9.1,5-star
177902,NO,NO,YES,YES,YES,7.5,3-star
177904,NO,NO,NO,NO,NO,,4-star
177924,NO,NO,YES,YES,NO,9.0,4-star
177934,YES,NO,YES,YES,NO,,5-star
177938,NO,NO,NO,YES,YES,9.0,4-star
177939,NO,NO,NO,NO,NO,9.2,3-star
177998,NO,NO,YES,YES,NO,8.0,4-star
178121,NO,NO,NO,YES,NO,,3-star
178126,YES,YES,NO,YES,YES,9.5,5-star
178136,NO,NO,NO,YES,NO,8.8,3-star
178179,NO,NO,NO,NO,NO,9.8,3-star
178190,NO,NO,NO,NO,NO,9.7,5-star
178192,NO,NO,NO,YES,YES,8.9,4-star
178194,NO,NO,NO,NO,NO,6.7,
178200,NO,NO,YES,YES,YES,8.9,4-star
178204,NO,YES,YES,YES,YES,9.3,3-star
178249,NO,NO,NO,NO,NO,,3-star
178279,NO,YES,NO,YES,YES,8.9,4-star
178281,YES,NO,NO,YES,NO,9.0,5-star
178312,NO,YES,NO,YES,NO,9.7,4-star
178533,NO,NO,NO,NO,NO,9.0,3-star
178542,NO,NO,YES,YES,YES,9.3,4-star
178658,NO,YES,NO,YES,YES,9.1,4-star
178683,NO,NO,NO,YES,NO,9.6,4-star
178708,YES,YES,YES,YES,NO,9.4,4-star
178850,NO,NO,NO,YES,YES,6.8,3-star
178857,NO,NO,NO,YES,NO,,3-star
178867,NO,NO,NO,NO,NO,8.2,3-star
178933,NO,NO,NO,YES,NO,9.4,4-star
178939,YES,NO,YES,YES,YES,9.3,5-star
178961,YES,YES,YES,YES,NO,9.4,5-star
178970,NO,YES,NO,YES,YES,8.8,5-star
179016,NO,NO,NO,NO,NO,8.4,3-star
179017,NO,NO,NO,NO,NO,8.5,1-star
179025,NO,NO,NO,NO,NO,8.2,
179054,YES,YES,NO,YES,YES,9.4,5-star
179061,NO,NO,YES,YES,NO,9.3,4-star
179063,NO,NO,NO,YES,YES,7.5,3-star
179169,NO,NO,NO,YES,YES,,4-star
179297,NO,NO,NO,NO,NO,,4-star
179417,YES,NO,NO,YES,YES,9.2,5-star
179445,NO,YES,NO,YES,YES,9.3,4-star
179461,NO,YES,YES,YES,YES,,5-star
179527,NO,NO,YES,YES,YES,,4-star
179535,NO,NO,YES,YES,YES,,3-star
179663,YES,YES,NO,YES,YES,9.1,5-star
179665,YES,NO,NO,NO,NO,9.4,5-star
179668,YES,NO,YES,YES,YES,9.4,5-star
179670,NO,NO,NO,NO,NO,7.5,
179844,NO,NO,NO,NO,NO,7.6,3-star
179849,NO,NO,NO,NO,YES,8.7,4-star
179850,NO,NO,YES,YES,NO,,3-star
179853,YES,YES,YES,YES,YES,9.2,5-star
179858,NO,YES,NO,NO,NO,,3-star
179859,YES,NO,YES,YES,NO,9.1,4-star
179868,NO,NO,NO,NO,NO,8.1,3-star
179871,NO,NO,NO,NO,NO,,4-star
179980,NO,NO,NO,NO,NO,,3-star
180016,YES,YES,NO,YES,YES,9.3,5-star
180034,NO,NO,NO,YES,NO,7.8,3-star
180035,NO,NO,NO,NO,NO,7.0,2-star
180039,NO,NO,NO,YES,YES,8.4,3-star
180042,NO,NO,NO,NO,NO,7.9,3-star
180047,NO,NO,NO,NO,NO,8.4,3-star
180051,NO,NO,NO,YES,YES,,3-star
180060,NO,NO,NO,NO,NO,7.6,3-star
180063,NO,NO,NO,YES,YES,8.6,3-star
180070,NO,NO,NO,NO,NO,8.7,2-star
180072,NO,NO,NO,NO,NO,5.4,2-star
180073,NO,NO,NO,NO,YES,,3-star
180074,NO,NO,NO,YES,YES,8.8,3-star
180075,NO,NO,YES,YES,YES,9.1,4-star
180146,NO,NO,YES,NO,NO,7.4,3-star
180165,NO,NO,NO,NO,NO,7.6,3-star
180169,NO,NO,NO,NO,NO,,4-star
180240,NO,NO,YES,YES,YES,9.5,4-star
180258,NO,NO,NO,YES,YES,8.5,3-star
180260,YES,YES,YES,YES,NO,9.1,4-star
180279,NO,YES,NO,NO,NO,9.3,4-star
180282,NO,NO,NO,YES,YES,9.2,4-star
180300,YES,YES,YES,YES,YES,9.6,5-star
180443,YES,YES,NO,YES,YES,9.2,5-star
180481,NO,NO,NO,YES,YES,4.9,3-star
180492,NO,NO,NO,NO,NO,,3-star
180496,NO,NO,NO,NO,NO,,3-star
180497,NO,NO,NO,NO,NO,,3-star
180498,YES,YES,YES,YES,NO,,4-star
180499,NO,NO,NO,NO,YES,,4-star
180504,NO,NO,NO,YES,NO,,4-star
180505,NO,NO,NO,NO,NO,7.2,4-star
180518,NO,NO,NO,NO,NO,8.2,3-star
180520,NO,NO,NO,NO,NO,7.7,3-star
180522,NO,NO,YES,YES,NO,9.6,4-star
180530,NO,NO,NO,NO,NO,7.7,3-star
180537,NO,NO,YES,YES,NO,8.5,4-star
180539,NO,NO,NO,YES,YES,9.0,4-star
180540,NO,NO,NO,YES,YES,9.1,4-star
180542,NO,NO,NO,YES,NO,8.5,4-star
180546,NO,YES,NO,NO,NO,8.3,3-star
180553,NO,NO,NO,NO,NO,,3-star
180703,YES,NO,NO,YES,NO,8.6,4-star
180870,NO,NO,NO,YES,NO,8.2,4-star
180921,YES,YES,YES,YES,NO,,5-star
180930,YES,NO,NO,YES,YES,9.4,5-star
180964,YES,NO,YES,YES,YES,9.4,5-star
180973,NO,NO,YES,YES,YES,8.4,4-star
181133,NO,NO,NO,NO,NO,8.1,3-star
181137,NO,NO,NO,NO,NO,9.0,
181138,YES,NO,YES,YES,YES,9.2,5-star
181145,NO,NO,NO,NO,NO,9.0,5-star
181282,NO,NO,YES,YES,NO,8.3,4-star
181285,YES,YES,YES,YES,YES,9.3,5-star
181368,YES,YES,YES,YES,YES,9.0,5-star
181369,NO,NO,YES,NO,YES,,4-star
181372,YES,NO,YES,NO,NO,8.8,5-star
181374,NO,NO,NO,NO,NO,8.7,3-star
181378,NO,YES,YES,YES,YES,8.7,5-star
181392,NO,NO,YES,YES,YES,,3-star
181394,YES,NO,NO,YES,NO,9.3,4-star
181398,NO,YES,NO,YES,NO,,4-star
181430,NO,NO,NO,NO,NO,9.2,3-star
181506,YES,NO,YES,YES,YES,9.4,5-star
181523,YES,NO,NO,NO,YES,9.0,5-star
181540,YES,YES,YES,YES,NO,,3-star
181550,YES,NO,YES,YES,YES,9.5,5-star
181558,NO,NO,NO,NO,NO,8.9,4-star
181567,NO,NO,NO,NO,NO,,
181870,NO,NO,NO,YES,YES,7.4,3-star
181937,YES,YES,NO,YES,YES,8.4,4-star
182034,NO,NO,NO,NO,NO,8.2,3-star
182044,NO,NO,NO,NO,NO,,3-star
182050,NO,NO,NO,NO,NO,,
182063,NO,NO,YES,YES,NO,9.6,4-star
182065,YES,YES,NO,YES,YES,9.2,5-star
